"COUNTRY_CODE","PROCESSING_GROUP","PROCESSING_DATE","ACBS_CUSTOMER_ID","SCI_LEID","SCI_GROUP_ID","CORE_BANKING_ID","CUSTOMER_NAME","AFFILIATE_CODE","AFFILIATE_CODE_DESCRIPTION","ARM","ARM_DESCRIPTION","COUNTRY_CREDIT_RESPONSIBILITY","COUNTRY_CREDIT_RESP_DESC","CREDIT_GRADE","CUSTOMER_LEGAL_CONSTITUTION","CUSTOMER_LEGAL_CONST_DESC","SCB_INSTITUTIONAL_CODE","SCB_INSTITUTIONAL_CODE_DESC","SCI_CUSTOMER_TYPE","SCI_CUSTOMER_TYPE_DESCRIPTION","SCI_DOMICILE_COUNTRY","SCI_DOMICILE_COUNTRY_DESC","SCI_INCORPORATION_COUNTRY","SCI_INCORPORATION_COUNTRY_DESC","SCI_ISIC_CODE","SCI_ISIC_CODE_DESCRIPTION","SCI_SEGMENT_CODE","SCI_SEGMENT_CODE_DESCRIPTION","SCI_SUB_SEGMENT_CODE","SCI_SUB_SEGMENT_CODE_DESC","SCI_GROUP_LEGAL_ENTERPRISE_ID","TODAY_IS_MONTH_END"
"CN","HK","20200630","00338018","11339434"," ","5571618","HENAN LUOHE SHUANGHUI INDUSTRY GROUP LIMITED LIABILITY COMPANY","999","999 Non Group","CNF51","Liu, Yan Fang","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3111","SLAUGHTERING PREPARING CANNING & PRESERVING OF MEAT","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00343132","11525645"," ","5400627","OSI (CHINA) HOLDING CO., LTD","999","999 Non Group","CNR22","Justine Xue","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6140","GENERAL IMPORTERS & EXPORTERS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00343402","11225081"," ","1719599","CONCORDIA TRADING (SHANGHAI) LIMITED","999","999 Non Group","CNY66","Ying, Yang 1","SG","SINGAPORE","NA","23","GOVERNMENT CONTROLLED CORPORATION","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6122","WHOLESALE TRADE IN TROPICAL PRODUCE","E","COMMODITY TRADERS AGRICULTURE","H4","METAL TRADERS"," ","Y"
"CN","HK","20200630","00343546","11958124"," ","7714912","JIANGSU GCL SILICON MATERIAL TECHNOLOGY DEVELOPMENT CO., LTD."," ","BLANKS","CNA73","Ni, Silver Xiao Wen","CN","CHINA","6A","06","PUBLIC LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3529","MFR OF CHEMICAL PRODUCTS NEC","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00343834","11785748"," ","7262760","SHAOGUAN HONG KONG & CHINA GAS CO., LTD.","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","4B","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00343878","12906033"," ","0135322","WANHUA CHEMICAL (NINGBO) RONGWEI POLYURETHANE CO., LTD","999","999 Non Group","CNL16","QU, DAVIS YUN LONG","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6125","CHEMICALS & CHEMICAL PRODUCTS NEC","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00344393","11312447"," ","4891317","CHIPMORE TECHNOLOGY CORPORATION LIMITED","999","999 Non Group","CNZ96","Peng, Jiao Jiao","SG","SINGAPORE","8B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3849","MFR OF ELECTRONIC PRODUCTS & COMPONENTS NEC","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00344619","12958167"," ","0144402","SHANGHAI LE FU PROPERTIES CO., LTD","999","999 Non Group","CND60","Li  Charmaine Ching Ming","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","HT","HAITI","8412","REAL ESTATE DEVELOPMENT- COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00345256","12308085"," ","8772584","BEN XI HONGKONG AND CHINA GAS COMPANY LIMITED","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","4B","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00345377","13010629"," ","0145637","CHONGQING JIANFENG INDUSTRIAL GROUPCO., LTD","999","999 Non Group","CNC02","ZHANG OLIVER PENG","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6125","CHEMICALS & CHEMICAL PRODUCTS NEC","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00345572","13015948"," ","9785450","AEKYUNG (NINGBO) CHEMICAL CO., LTD","999","999 Non Group","CNY02","Li, Daisy Jing","SG","SINGAPORE","6B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3511","MFR OF BASIC INDUSTRIAL CHEMICALS EXCEPT FERTILISERS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00283675","11031092"," ","7039700","TAIWAN COOPERATIVE BANK CO., LTD.","999","999 Non Group","HKTFT","Li, Ching Ming","SG","SINGAPORE","3B","26","PRIVATE LIMITED COMPANY - BANKS","320","OTHER INCORPORATED COMPANIES","1","1","TW","TAIWAN","TW","TAIWAN","8123","COMMERCIAL BANKS- FOREIGN","N","FINANCIAL INSTITUTION","N5","LOCAL BANK FRANCHISE"," ","Y"
"CN","HK","20200630","00283681","11018441"," "," ","FIRST COMMERCIAL BANK SHANGHAIBRANCH","999","999 Non Group","HKTFT","Li, Ching Ming","SG","SINGAPORE","3B","26","PRIVATE LIMITED COMPANY - BANKS","320","OTHER INCORPORATED COMPANIES","13","13","CN","CHINA","TW","TAIWAN","8123","COMMERCIAL BANKS- FOREIGN","N","FINANCIAL INSTITUTION","N5","LOCAL BANK FRANCHISE"," ","Y"
"CN","HK","20200630","00283796","11927523"," ","8432678","CMB FINANCIAL LEASING CO., LTD","999","999 Non Group","CNF22","Zan, Miaomiao","SG","SINGAPORE","4B","28","PRIVATE LIMITED COMPANY - NON BANK FINAN","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8152","FINANCIAL LEASING COMPANIES","N","FINANCIAL INSTITUTION","P9","FINANCE COMPANIES"," ","Y"
"CN","HK","20200630","00283832","11187497"," ","0313098","IKEA NANJING CO., LTD.","999","999 Non Group","CNR22","Justine Xue","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6215","RETAIL STORES DEALING IN FURNITURE FURNISHINGS & OTHER HOUSEHOLD GOODS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00306621","11205471"," ","0","DBS BANK (CHINA) LTD SHANGHAIBRANCH","999","999 Non Group","HKTDT","Chui, Man Shan","IN","INDIA","4B","26","PRIVATE LIMITED COMPANY - BANKS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8123","COMMERCIAL BANKS- FOREIGN","N","FINANCIAL INSTITUTION","N5","LOCAL BANK FRANCHISE"," ","Y"
"CN","HK","20200630","00306782","11432280"," ","6004040","JIN TAO YUAN MEI JIAO HUA GROUPCO.,LTD","999","999 Non Group","CNH05","WAN, HAO","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3531","MANUFACTURE OF COKE OVEN PRODUCTS","E","COMMODITY TRADERS AGRICULTURE","G1","AGRICULTURE"," ","Y"
"CN","HK","20200630","00306991","11234843"," ","3092968","XUZHOU HONG KONG & CHINA GAS CO LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00300727","11614640"," ","7244231","FUZHOU M FOODS CO.,LTD.","999","999 Non Group","CNF69","Tong, Lisa Xin","SG","SINGAPORE","NA","65","PRIVATE COMPANY","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6311","RESTAURANTS & CATERING","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00301025","12284105"," ","8903778","AMAZON JOYO CO., LTD."," ","BLANKS","CNJ02","Hou, Helena","US","UNITED STATES","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","6235","RETAIL SALE VIA MAIL ORDER HOUSES OR VIA INTERNET-INTERNET AUCTION","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00301183","12281726"," ","8569207","LIPPO REALTY (SHANGHAI) LIMITED","999","999 Non Group","CNH11","Zhang, Jun","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8412","REAL ESTATE DEVELOPMENT- COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00303082","12200186"," ","8392765","SHANGHAI MIKIA LIGHTING CO.,LTD."," ","BLANKS","CNU08","FU, ANA MIN","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3835","MFR OF ELECT LIGHTING EQUIP. FITTING & PARTS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00309814","11505293"," ","6487882","HYUNDAI POWERTECH (SHANDONG) CO., LTD","999","999 Non Group","CNL05","Cho, Su Man","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3821","MFR OF ENGINES & TURBINES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00310074","12405307"," ","8658218","JIANGXI ZILI RESOURCE RECYCLING CO., LTD."," ","BLANKS","CNW04","Yan, Tommy Bao Sheng","CN","CHINA","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","3729","NON-FERROUS METAL BASIS INDUSTRIES","A","LOCAL CORPORATE","A1","MIDDLE MARKETS"," ","Y"
"CN","HK","20200630","00310319","12278165"," ","8541299","ZHONG JIANG HONG KONG AND CHINA GAS CO., LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","4B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00310344","11325713"," ","5181623","VANDA COMPUTER SYSTEM INTEGRATION (SHENZHEN) CO., LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8342","I T PROFFESIONAL SERVICES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00310357","11309629"," ","4860349","XIAMEN YINLU FOODS GROUP CO LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","3A","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3121","MFR OF FOOD PRODUCTS NEC","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00315127","11314083"," ","4955536","BEIJING VANDA SUNTECH SOFTWARE ENGINEERING CO., LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6225","DEALING IN COMPUTER & OFFICE EQUIPMENT","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00348008","11202982"," "," ","STANDARD CHARTERED BANK (CHINA) LTDXIAMEN BRANCH","614","614 SC Bank Xiamen Branch  China","HKTST","HK TST","SG","SINGAPORE","3B","22","SCB SUBSIDIARY/ASSOCIATE","410","OTHERS","4","4","CN","CHINA","CN","CHINA","8123","COMMERCIAL BANKS- FOREIGN","S","OWN ACCOUNT","S1","BANKS - INTERNAL"," ","Y"
"CN","HK","20200630","00373419","12673784"," ","9079270","SHANGHAI MAOCUI INDUSTRIAL CO., LTD.","999","999 Non Group","CNB31","ZHANG, QIN","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3729","NON-FERROUS METAL BASIS INDUSTRIES","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00374064","13305876"," "," ","HANGZHOU SHIMAO XINLINGYU REAL ESTATE DEVELOPMENT CO., LTD","999","999 Non Group","CNB33","Peng, Angela","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8414","REAL ESTATE DEVELOPMENT- RESIDENTIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00374108","11272810"," ","4001842","CHENGDU ZHONG TIAN YING REAL ESTATEDEVELOPMENT CO. LTD.","999","999 Non Group","HKAGY","HKAGY","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8412","REAL ESTATE DEVELOPMENT- COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00374154","11202982"," ","0000001","STANDARD CHARTERED BANK (CHINA) LTD","248","248 Standard Chartered Bank China Limite","HKTST","HK TST","SG","SINGAPORE","3B","22","SCB SUBSIDIARY/ASSOCIATE","410","OTHERS","1","1","CN","CHINA","CN","CHINA","8123","COMMERCIAL BANKS- FOREIGN","S","OWN ACCOUNT","S1","BANKS - INTERNAL"," ","Y"
"CN","HK","20200630","00374267","11018475"," ","7075545","TAIWAN BUSINESS BANK SHANGHAI BRANCH","999","999 Non Group","HKTFT","Li, Ching Ming","IN","INDIA","5A","27","PUBLIC LIMITED COMPANY - BANKS","320","OTHER INCORPORATED COMPANIES","1","1","TW","TAIWAN","TW","TAIWAN","8123","COMMERCIAL BANKS- FOREIGN","N","FINANCIAL INSTITUTION","N5","LOCAL BANK FRANCHISE"," ","Y"
"CN","HK","20200630","00374319","11289193"," ","3167976","TIANJIN IRON AND STEEL GROUP CO., LTD","999","999 Non Group","HKAGY","HKAGY","HK","HONG KONG","14","50","MAJORITY OWNED SUBSIDIARY OF STATE OWNED","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00374506","13334424"," ","0184865","SHANDONG OCI CO., LTD","999","999 Non Group","CNF59","Cui, Shan","SG","SINGAPORE","7A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3511","MFR OF BASIC INDUSTRIAL CHEMICALS EXCEPT FERTILISERS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00375324","13331945"," "," ","KOOK-IL PAPER (ZHANGJIAGANG) MFG CO., LTD","999","999 Non Group","CNZ77","ZHOU 2 PENG","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6136","PAPER PAPER & CELLOPHANE PRODUCTS & STATIONARY","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00376314","13373860"," "," ","SHANGHAI MU LI CONSULTATION CO., LTD","999","999 Non Group","CNQ32","Guo, Hui Jing","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8433","REAL ESTATE INVESTMENT - INDUSTRIAL","N","FINANCIAL INSTITUTION","P9","FINANCE COMPANIES"," ","Y"
"CN","HK","20200630","00376324","13375016"," "," ","SHANGHAI SHUI REN CONSULTATION CO.,LTD","999","999 Non Group","CNQ32","Guo, Hui Jing","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8433","REAL ESTATE INVESTMENT - INDUSTRIAL","N","FINANCIAL INSTITUTION","P8","INVESTMENT COMPANIES"," ","Y"
"CN","HK","20200630","00376343","13328528"," ","0197846","GAC-SOFINCO AUTOMOBILE FINANCE CO., LTD","999","999 Non Group","CNK35","LUO, CONNIE YAN HUA","IN","INDIA","6A","08","JOINT VENTURE","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8150","FINANCE COMPANIES","N","FINANCIAL INSTITUTION","P9","FINANCE COMPANIES"," ","Y"
"CN","HK","20200630","00376381","13164328"," ","0187083","SHANGHAI ELECTRIC EUROPA PRINTING LEASING CO., LTD","999","999 Non Group","CNH03","CHEN, ZHENG","SG","SINGAPORE","NA","50","MAJORITY OWNED SUBSIDIARY OF STATE OWNED","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8368","MACHINERY & EQUIPMENT RENTAL AND LEASING","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00376645","11195874"," ","0191685","SAATCHI & SAATCHI GREAT WALL ADVERTISING CO.,LTD","999","999 Non Group","CND60","Li  Charmaine Ching Ming","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8361","ADVERTISING","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00377314","12077683"," ","9314415","COCA-COLA BOTTLERS MANAGEMENT SERVICE (SHANGHAI) COMPANY LIMITED","999","999 Non Group","CNA55","Yang, Diana Xiao","SG","SINGAPORE","4A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3134","SOFT DRINKS & CARBONATED WATER INDUSTRIES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00378106","13315776"," ","0188698","GUANGDONG PROVINCE GOLD GROUP CO.,LTD","999","999 Non Group","CNK20","Yang, Laura Yan","SG","SINGAPORE","NA","23","GOVERNMENT CONTROLLED CORPORATION","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6210","RETAIL TRADE- FOOD DRINK & TOBACCO","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00378199","11228525"," ","3397556","HENGAN (CHINA) PAPER INDUSTRY CO.,LTD","999","999 Non Group","CNE04","Lily Wang","SG","SINGAPORE","4B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3411","MFR OF PULP PAPER & PAPERBOARD","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00378204","11249956"," ","3951472","HENGAN (CHINA) HYGIENE PRODUCTS CO., LTD","999","999 Non Group","CNE04","Lily Wang","SG","SINGAPORE","4B","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3523","MFR OF SOAP & CLEANING PREPARATIONS PERFUMES COSMETICS & TOILETRIES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00308176","11176435"," ","0352575","BAO SHENG DAO JI (BEIJING) TRADING COMPANY LIMITED","999","999 Non Group","CNA82","YIN REBECCA","TW","TAIWAN","5B","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6221","DEALING IN ATHLETIC SPORT & RECREATIONAL GOODS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00308852","12198385"," ","9117997","XIAMEN M FOODS CO.,LTD","999","999 Non Group","CNF69","Tong, Lisa Xin","SG","SINGAPORE","NA","65","PRIVATE COMPANY","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6311","RESTAURANTS & CATERING","K","GLOBAL CORPORATE","K1","GLOBAL CORPORATES"," ","Y"
"CN","HK","20200630","00308899","12459248"," ","8642486","SHANXI YAXIN COAL & COKING CO.,LTD","999","999 Non Group","CNJ47","CHEN LIMING","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3531","MANUFACTURE OF COKE OVEN PRODUCTS","E","COMMODITY TRADERS AGRICULTURE","G1","AGRICULTURE"," ","Y"
"CN","HK","20200630","00309231","12471648"," ","9066136","CHIZHOU HONG KONG AND CHINA GAS COMPANY LTD","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","4B","65","PRIVATE COMPANY","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00309377","12501228"," ","8896526","VERMEER (BEIJING) TRADING & SERVICE CO LTD."," ","BLANKS","CND99","Sun, Jessie Yu Jie","HK","HONG KONG","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","6133","MACHINES & EQUIPMENT NEC","A","LOCAL CORPORATE","A1","MIDDLE MARKETS"," ","Y"
"CN","HK","20200630","00309526","11586613"," ","6886604","TESCO COMMERCIAL (ZHEJIANG) CO., LTD"," ","BLANKS","CNA05","Li Chen","GB","UNITED KINGDOM","NA","05","PRIVATE LIMITED COMPANY - OTHERS"," ","BLANKS","1","1","CN","CHINA","CN","CHINA","6230","SUPERMARKETS DEPARTMENTAL STORES & GENERAL PROVISION SHOPS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330188","11033387"," ","2246120","BANK OF TAIWAN","999","999 Non Group","HKTFT","Li, Ching Ming","SG","SINGAPORE","2A","26","PRIVATE LIMITED COMPANY - BANKS","320","OTHER INCORPORATED COMPANIES","2","2","TW","TAIWAN","TW","TAIWAN","8123","COMMERCIAL BANKS- FOREIGN","N","FINANCIAL INSTITUTION","N5","LOCAL BANK FRANCHISE"," ","Y"
"CN","HK","20200630","00330561","12838890"," ","9572589","SHANGHAI SING STRAITS LAND CO., LTD","999","999 Non Group","HKARH","HK ARH","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8432","REAL ESTATE INVESTMENT - COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330638","12916473"," ","9691170","DMI (SHANGHAI) MANAGEMENT CO LTD","999","999 Non Group","CNR22","Justine Xue","IN","INDIA","5A","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6221","DEALING IN ATHLETIC SPORT & RECREATIONAL GOODS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330766","12845389"," ","9698183","POSCO GUANGDONG AUTOMOTIVE STEEL CO., LTD.","999","999 Non Group","CNQ72","Cho, Tae Yoan","SG","SINGAPORE","5A","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3710","IRON & STEEL BASIS INDUSTRIES","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330774","12838890"," ","9572589","SHANGHAI SING STRAITS LAND CO., LTD","999","999 Non Group","CNR12","Chan 1, Benjamin","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","8432","REAL ESTATE INVESTMENT - COMMERCIAL","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330874","12954627"," ","1585924","BSC BUILDING MATERIAL TRADING(SHANGHAI) CO LTD","999","999 Non Group","CNA87","Wang, Zhengqi","SG","SINGAPORE","NA","05","PRIVATE LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","6115","WHOLESALE TRADE IN FURNITURE HOME FURNISHING & OTHER HOUSEHOLD GOODS","A","LOCAL CORPORATE","B1","LOCAL CORPORATES"," ","Y"
"CN","HK","20200630","00330921","12459508"," ","8654697","TPK GLASS SOLUTIONS (XIAMEN) INC.","999","999 Non Group","CNA68","Zhou, Linda Yi Lin","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","3846","MFR OF OTHER ELECTRONIC COMPONENTS","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
"CN","HK","20200630","00330946","12595000"," ","8976430","CHAOYANG HONGKONG AND CHINA GAS COMPANY LIMITED","999","999 Non Group","CNK26","Feng, Joe","SG","SINGAPORE","NA","06","PUBLIC LIMITED COMPANY - OTHERS","320","OTHER INCORPORATED COMPANIES","1","1","CN","CHINA","CN","CHINA","4010","ELECTRICITY GENERATION & DISTRIBUTION","K","GLOBAL CORPORATE","K3","NETWORK CLIENTS"," ","Y"
